neighborhoods,
 TWO_OPT_SWAP_TEAMS,0,0,0,0,0,0,0,0,Fri Jun 24 18:14:19 CEST 2011,Fri Jun 24 18:14:20 CEST 2011,279,,,,
 SHIFT_ROUND SWAP_HOME_VISITOR SWAP_MATCH_ROUND,1318020,1256032,4931,1251101,61988,247509,0,247509,Fri Jun 24 18:14:20 CEST 2011,Fri Jun 24 18:14:26 CEST 2011,5997,24122,24122.0,0.0,0
 SWAP_HOME_VISITOR,52695,46869,11985,34884,5826,15416,0,15416,Fri Jun 24 18:14:26 CEST 2011,Fri Jun 24 18:14:26 CEST 2011,432,28043,28043.0,0.0,0
 SHIFT_ROUND SWAP_HOME_VISITOR,268620,257851,5194,252657,10769,115766,0,115766,Fri Jun 24 18:14:26 CEST 2011,Fri Jun 24 18:14:27 CEST 2011,1274,25162,25162.0,0.0,0
 TWO_OPT_SWAP_TEAMS SWAP_MATCH_ROUND,929670,920226,15388,904838,9444,226162,0,226162,Fri Jun 24 18:14:27 CEST 2011,Fri Jun 24 18:14:32 CEST 2011,4793,24073,24073.0,0.0,0
 TWO_OPT_SWAP_ROUNDS,160470,155103,13054,142049,5367,24518,0,24518,Fri Jun 24 18:14:32 CEST 2011,Fri Jun 24 18:14:33 CEST 2011,1152,25395,25395.0,0.0,0
 TWO_OPT_SWAP_TEAMS SHIFT_ROUND SWAP_HOME_VISITOR TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND,1558440,1494736,20436,1474300,63704,250407,0,250407,Fri Jun 24 18:14:33 CEST 2011,Fri Jun 24 18:14:40 CEST 2011,6829,24073,24073.0,0.0,0
 TWO_OPT_SWAP_TEAMS TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND,1082400,1071701,15526,1056175,10699,254526,0,254526,Fri Jun 24 18:14:40 CEST 2011,Fri Jun 24 18:14:45 CEST 2011,5106,24073,24073.0,0.0,0
 SWAP_MATCH_ROUND,1125630,1103832,18287,1085545,21798,234638,0,234638,Fri Jun 24 18:14:45 CEST 2011,Fri Jun 24 18:14:51 CEST 2011,5767,24075,24075.0,0.0,0
 TWO_OPT_SWAP_TEAMS TWO_OPT_SWAP_ROUNDS,262620,252187,18946,233241,10433,58110,0,58110,Fri Jun 24 18:14:51 CEST 2011,Fri Jun 24 18:14:53 CEST 2011,1443,24799,24799.0,0.0,0
 SWAP_HOME_VISITOR TWO_OPT_SWAP_ROUNDS,234900,227151,17275,209876,7749,59057,0,59057,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,1725,24073,24073.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND,1346760,1281744,4642,1277102,65016,227704,0,227704,Fri Jun 24 18:14:54 CEST 2011,Fri Jun 24 18:15:00 CEST 2011,5984,24122,24122.0,0.0,0
 TWO_OPT_SWAP_TEAMS SHIFT_ROUND SWAP_HOME_VISITOR TWO_OPT_SWAP_ROUNDS,492120,475767,20833,454934,16353,129575,0,129575,Fri Jun 24 18:15:00 CEST 2011,Fri Jun 24 18:15:03 CEST 2011,2409,24073,24073.0,0.0,0
 SWAP_HOME_VISITOR TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND,1058970,1035615,14747,1020868,23355,229042,0,229042,Fri Jun 24 18:15:03 CEST 2011,Fri Jun 24 18:15:08 CEST 2011,5511,24075,24075.0,0.0,0
 TWO_OPT_SWAP_TEAMS SHIFT_ROUND SWAP_HOME_VISITOR,446100,433040,29778,403262,13060,154083,0,154083,Fri Jun 24 18:15:08 CEST 2011,Fri Jun 24 18:15:10 CEST 2011,2014,24310,24310.0,0.0,0
 TWO_OPT_SWAP_TEAMS SHIFT_ROUND SWAP_HOME_VISITOR SWAP_MATCH_ROUND,1263045,1211031,18225,1192806,52014,192960,0,192960,Fri Jun 24 18:15:10 CEST 2011,Fri Jun 24 18:15:16 CEST 2011,5920,24073,24073.0,0.0,0
 SHIFT_ROUND,0,0,0,0,0,0,0,0,Fri Jun 24 18:15:16 CEST 2011,Fri Jun 24 18:15:17 CEST 2011,635,,,,
 SHIFT_ROUND SWAP_HOME_VISITOR TWO_OPT_SWAP_ROUNDS,363195,347699,4398,343301,15496,117527,0,117527,Fri Jun 24 18:15:17 CEST 2011,Fri Jun 24 18:15:19 CEST 2011,2227,24122,24122.0,0.0,0
 TWO_OPT_SWAP_TEAMS SWAP_HOME_VISITOR,94260,87269,15115,72154,6991,35066,0,35066,Fri Jun 24 18:15:19 CEST 2011,Fri Jun 24 18:15:20 CEST 2011,771,26588,26588.0,0.0,0
 TWO_OPT_SWAP_TEAMS SHIFT_ROUND SWAP_MATCH_ROUND,1186020,1135856,18373,1117483,50164,202044,0,202044,Fri Jun 24 18:15:20 CEST 2011,Fri Jun 24 18:15:25 CEST 2011,5161,24073,24073.0,0.0,0
 TWO_OPT_SWAP_TEAMS SHIFT_ROUND,222960,213379,15950,197429,9581,74385,0,74385,Fri Jun 24 18:15:25 CEST 2011,Fri Jun 24 18:15:26 CEST 2011,1059,27381,27381.0,0.0,0
 SHIFT_ROUND SWAP_HOME_VISITOR TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND,1351500,1288543,4522,1284021,62957,235562,0,235562,Fri Jun 24 18:15:26 CEST 2011,Fri Jun 24 18:15:33 CEST 2011,6640,24122,24122.0,0.0,0
 TWO_OPT_SWAP_TEAMS SWAP_HOME_VISITOR SWAP_MATCH_ROUND,924900,913188,14540,898648,11712,232191,0,232191,Fri Jun 24 18:15:33 CEST 2011,Fri Jun 24 18:15:37 CEST 2011,4422,24073,24073.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_ROUNDS,448650,423399,5577,417822,25251,124822,0,124822,Fri Jun 24 18:15:37 CEST 2011,Fri Jun 24 18:15:39 CEST 2011,2121,25160,25160.0,0.0,0
 SHIFT_ROUND SWAP_MATCH_ROUND,1348200,1282104,5377,1276727,66096,250971,0,250971,Fri Jun 24 18:15:40 CEST 2011,Fri Jun 24 18:15:45 CEST 2011,5853,24122,24122.0,0.0,0
 TWO_OPT_SWAP_TEAMS SHIFT_ROUND TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND,1441125,1383976,19569,1364407,57149,220905,0,220905,Fri Jun 24 18:15:45 CEST 2011,Fri Jun 24 18:15:52 CEST 2011,6106,24073,24073.0,0.0,0
 TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND,1233225,1211345,18119,1193226,21880,257111,0,257111,Fri Jun 24 18:15:52 CEST 2011,Fri Jun 24 18:15:57 CEST 2011,5416,24075,24075.0,0.0,0
 TWO_OPT_SWAP_TEAMS SWAP_HOME_VISITOR TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND,1098825,1085863,15160,1070703,12962,270143,0,270143,Fri Jun 24 18:15:57 CEST 2011,Fri Jun 24 18:16:02 CEST 2011,4726,24073,24073.0,0.0,0
 SWAP_HOME_VISITOR SWAP_MATCH_ROUND,1584315,1545438,24840,1520598,38877,361392,0,361392,Fri Jun 24 18:16:02 CEST 2011,Fri Jun 24 18:16:09 CEST 2011,7724,24122,24122.0,0.0,0
 TWO_OPT_SWAP_TEAMS SWAP_HOME_VISITOR TWO_OPT_SWAP_ROUNDS,222375,216924,14229,202695,5451,66216,0,66216,Fri Jun 24 18:16:09 CEST 2011,Fri Jun 24 18:16:11 CEST 2011,1353,24073,24073.0,0.0,0
 TWO_OPT_SWAP_TEAMS SHIFT_ROUND TWO_OPT_SWAP_ROUNDS,449190,430045,20795,409250,19145,113527,0,113527,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,2380,25039,25039.0,0.0,0
