neighborhoodsExplored,nonTabuNeighborhoodsExplored,betterNonTabuNeighborhoodsExplored,worseNonTabuNeighborhoodsExplored,tabuNeighborhoodsExplored,legalNeighborhoodsExplored,betterLegalNeighborhoodsExplored,worseLegalNeighborhoodsExplored,start,end,duration,cost,costWithPenalty,penalty,softConstraintViolations
46620,44870,2079,42791,1750,12337,0,12337,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,2055,25086,25086.0,0.0,0
39375,37659,1849,35810,1716,9656,0,9656,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,1913,25039,25039.0,0.0,0
41790,39863,1888,37975,1927,9847,0,9847,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,1992,25086,25086.0,0.0,0
79800,76251,3700,72551,3549,20713,0,20713,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,2349,25039,25039.0,0.0,0
37800,36217,1819,34398,1583,10031,0,10031,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,1935,25102,25102.0,0.0,0
46620,44870,2079,42791,1750,12337,0,12337,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,2014,25086,25086.0,0.0,0
39270,37552,1844,35708,1718,9650,0,9650,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,1914,25039,25039.0,0.0,0
39270,37552,1844,35708,1718,9650,0,9650,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,1901,25039,25039.0,0.0,0
39375,37659,1849,35810,1716,9656,0,9656,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,1869,25039,25039.0,0.0,0
39270,37552,1844,35708,1718,9650,0,9650,Fri Jun 24 18:16:11 CEST 2011,Fri Jun 24 18:16:13 CEST 2011,1778,25039,25039.0,0.0,0
