neighborhoodsExplored,nonTabuNeighborhoodsExplored,betterNonTabuNeighborhoodsExplored,worseNonTabuNeighborhoodsExplored,tabuNeighborhoodsExplored,legalNeighborhoodsExplored,betterLegalNeighborhoodsExplored,worseLegalNeighborhoodsExplored,start,end,duration,cost,costWithPenalty,penalty,softConstraintViolations
93690,92110,1433,90677,1580,18528,0,18528,Fri Jun 24 18:14:45 CEST 2011,Fri Jun 24 18:14:50 CEST 2011,4586,24885,24885.0,0.0,0
75600,74114,1375,72739,1486,14198,0,14198,Fri Jun 24 18:14:45 CEST 2011,Fri Jun 24 18:14:50 CEST 2011,4220,24884,24884.0,0.0,0
207090,203000,3303,199697,4090,45204,0,45204,Fri Jun 24 18:14:45 CEST 2011,Fri Jun 24 18:14:51 CEST 2011,5717,24579,24579.0,0.0,0
87480,85870,1416,84454,1610,16616,0,16616,Fri Jun 24 18:14:45 CEST 2011,Fri Jun 24 18:14:50 CEST 2011,4475,24734,24734.0,0.0,0
71550,70270,1161,69109,1280,15626,0,15626,Fri Jun 24 18:14:45 CEST 2011,Fri Jun 24 18:14:49 CEST 2011,3875,24174,24174.0,0.0,0
123930,121780,2002,119778,2150,26726,0,26726,Fri Jun 24 18:14:46 CEST 2011,Fri Jun 24 18:14:50 CEST 2011,4871,24414,24414.0,0.0,0
144990,142086,2293,139793,2904,31712,0,31712,Fri Jun 24 18:14:45 CEST 2011,Fri Jun 24 18:14:51 CEST 2011,5251,24468,24468.0,0.0,0
149850,146760,2564,144196,3090,30818,0,30818,Fri Jun 24 18:14:45 CEST 2011,Fri Jun 24 18:14:51 CEST 2011,5268,24122,24122.0,0.0,0
77760,75732,1307,74425,2028,16682,0,16682,Fri Jun 24 18:14:45 CEST 2011,Fri Jun 24 18:14:50 CEST 2011,4110,24075,24075.0,0.0,0
93690,92110,1433,90677,1580,18528,0,18528,Fri Jun 24 18:14:45 CEST 2011,Fri Jun 24 18:14:50 CEST 2011,4407,24885,24885.0,0.0,0
