neighborhoodsExplored,nonTabuNeighborhoodsExplored,betterNonTabuNeighborhoodsExplored,worseNonTabuNeighborhoodsExplored,tabuNeighborhoodsExplored,legalNeighborhoodsExplored,betterLegalNeighborhoodsExplored,worseLegalNeighborhoodsExplored,start,end,duration,cost,costWithPenalty,penalty,softConstraintViolations
16800,16113,1292,14821,687,3900,0,3900,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,1099,24884,24884.0,0.0,0
18000,17495,1403,16092,505,4217,0,4217,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,1122,25120,25120.0,0.0,0
19980,19038,1571,17467,942,5152,0,5152,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,1197,24683,24683.0,0.0,0
30240,29228,2163,27065,1012,7556,0,7556,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,1294,24992,24992.0,0.0,0
25080,24308,1797,22511,772,6399,0,6399,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,1248,24728,24728.0,0.0,0
23520,22914,1648,21266,606,5827,0,5827,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,1138,24546,24546.0,0.0,0
22200,21552,1544,20008,648,5362,0,5362,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,1215,24073,24073.0,0.0,0
15900,15508,1251,14257,392,3902,0,3902,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,856,24174,24174.0,0.0,0
16800,16113,1292,14821,687,3900,0,3900,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,872,24884,24884.0,0.0,0
46380,44882,3314,41568,1498,12842,0,12842,Fri Jun 24 18:14:53 CEST 2011,Fri Jun 24 18:14:54 CEST 2011,1338,24822,24822.0,0.0,0
