neighborhoods,
 SHIFT_ROUND TWO_OPT_SWAP_ROUNDS TWO_OPT_SWAP_TEAMS SWAP_MATCH_ROUND,349029,341350,510,340840,7679,37733,0,37733,Fri Jun 24 19:20:46 CEST 2011,Fri Jun 24 19:21:07 CEST 2011,20354,43039,43039.0,0.0,0
 TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND,318672,316096,2033,314063,2576,42439,0,42439,Fri Jun 24 19:21:07 CEST 2011,Fri Jun 24 19:21:25 CEST 2011,18784,43108,43108.0,0.0,0
 TWO_OPT_SWAP_ROUNDS SWAP_HOME_VISITOR,50872,50046,2087,47959,826,7640,0,7640,Fri Jun 24 19:21:26 CEST 2011,Fri Jun 24 19:21:29 CEST 2011,3855,43187,43187.0,0.0,0
 TWO_OPT_SWAP_TEAMS,0,0,0,0,0,0,0,0,Fri Jun 24 19:21:29 CEST 2011,Fri Jun 24 19:21:30 CEST 2011,613,,,,
 SWAP_MATCH_ROUND,293529,291379,1799,289580,2150,40263,0,40263,Fri Jun 24 19:21:30 CEST 2011,Fri Jun 24 19:21:49 CEST 2011,18814,43783,43783.0,0.0,0
 TWO_OPT_SWAP_TEAMS SWAP_MATCH_ROUND,274806,273263,2115,271148,1542,39068,0,39068,Fri Jun 24 19:21:49 CEST 2011,Fri Jun 24 19:22:05 CEST 2011,16538,42858,42858.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_TEAMS SWAP_MATCH_ROUND,425956,417191,704,416487,8765,51133,0,51133,Fri Jun 24 19:22:05 CEST 2011,Fri Jun 24 19:22:28 CEST 2011,22846,42407,42407.0,0.0,0
 TWO_OPT_SWAP_ROUNDS TWO_OPT_SWAP_TEAMS SWAP_MATCH_ROUND,353283,351544,2525,349019,1738,48244,0,48244,Fri Jun 24 19:22:28 CEST 2011,Fri Jun 24 19:22:48 CEST 2011,19907,42858,42858.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_ROUNDS TWO_OPT_SWAP_TEAMS,77553,76005,491,75514,1547,19370,0,19370,Fri Jun 24 19:22:48 CEST 2011,Fri Jun 24 19:22:52 CEST 2011,4001,44986,44986.0,0.0,0
 TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND SWAP_HOME_VISITOR,351843,348753,2096,346657,3090,45807,0,45807,Fri Jun 24 19:22:52 CEST 2011,Fri Jun 24 19:23:15 CEST 2011,22803,43108,43108.0,0.0,0
 SHIFT_ROUND SWAP_MATCH_ROUND,334479,326883,546,326337,7595,35022,0,35022,Fri Jun 24 19:23:15 CEST 2011,Fri Jun 24 19:23:34 CEST 2011,19374,43741,43741.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_ROUNDS TWO_OPT_SWAP_TEAMS SWAP_MATCH_ROUND SWAP_HOME_VISITOR,398958,390393,569,389824,8564,43533,0,43533,Fri Jun 24 19:23:34 CEST 2011,Fri Jun 24 19:23:57 CEST 2011,22361,43039,43039.0,0.0,0
 SWAP_HOME_VISITOR,9587,8903,1491,7412,683,2220,0,2220,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:58 CEST 2011,758,44730,44730.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_TEAMS,0,0,0,0,0,0,0,0,Fri Jun 24 19:23:58 CEST 2011,Fri Jun 24 19:23:59 CEST 2011,1545,,,,
 TWO_OPT_SWAP_ROUNDS,45873,45154,1936,43218,718,5377,0,5377,Fri Jun 24 19:23:59 CEST 2011,Fri Jun 24 19:24:03 CEST 2011,3824,46062,46062.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND SWAP_HOME_VISITOR,414127,404733,586,404147,9393,42328,0,42328,Fri Jun 24 19:24:03 CEST 2011,Fri Jun 24 19:24:27 CEST 2011,23574,42852,42852.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_TEAMS SWAP_HOME_VISITOR,82055,80822,747,80075,1233,28398,0,28398,Fri Jun 24 19:24:27 CEST 2011,Fri Jun 24 19:24:31 CEST 2011,4028,45130,45130.0,0.0,0
 TWO_OPT_SWAP_ROUNDS TWO_OPT_SWAP_TEAMS,51396,50598,1961,48637,797,10251,0,10251,Fri Jun 24 19:24:31 CEST 2011,Fri Jun 24 19:24:34 CEST 2011,3256,44740,44740.0,0.0,0
 TWO_OPT_SWAP_ROUNDS TWO_OPT_SWAP_TEAMS SWAP_MATCH_ROUND SWAP_HOME_VISITOR,375987,373649,2511,371138,2338,53407,0,53407,Fri Jun 24 19:24:34 CEST 2011,Fri Jun 24 19:24:55 CEST 2011,20986,42958,42958.0,0.0,0
 SHIFT_ROUND SWAP_MATCH_ROUND SWAP_HOME_VISITOR,336343,328885,535,328350,7458,39091,0,39091,Fri Jun 24 19:24:55 CEST 2011,Fri Jun 24 19:25:15 CEST 2011,20160,43687,43687.0,0.0,0
