neighborhoods,
 SHIFT_ROUND,0,0,0,0,0,0,0,0,Fri Jun 24 19:19:05 CEST 2011,Fri Jun 24 19:19:06 CEST 2011,1203,,,,
 SHIFT_ROUND TWO_OPT_SWAP_ROUNDS SWAP_MATCH_ROUND,351533,343811,519,343292,7721,37350,0,37350,Fri Jun 24 19:19:06 CEST 2011,Fri Jun 24 19:19:27 CEST 2011,21138,42852,42852.0,0.0,0
 TWO_OPT_SWAP_TEAMS SWAP_HOME_VISITOR,20059,19261,1985,17276,798,6978,0,6978,Fri Jun 24 19:19:27 CEST 2011,Fri Jun 24 19:19:29 CEST 2011,1661,44066,44066.0,0.0,0
 TWO_OPT_SWAP_TEAMS SWAP_MATCH_ROUND SWAP_HOME_VISITOR,240531,238890,1824,237066,1641,33318,0,33318,Fri Jun 24 19:19:29 CEST 2011,Fri Jun 24 19:19:43 CEST 2011,13852,42920,42920.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_ROUNDS SWAP_HOME_VISITOR,77070,75389,478,74911,1680,19296,0,19296,Fri Jun 24 19:19:43 CEST 2011,Fri Jun 24 19:19:47 CEST 2011,4281,43957,43957.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_TEAMS SWAP_MATCH_ROUND SWAP_HOME_VISITOR,456750,447531,726,446805,9218,53904,0,53904,Fri Jun 24 19:19:47 CEST 2011,Fri Jun 24 19:20:12 CEST 2011,24442,42407,42407.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_ROUNDS TWO_OPT_SWAP_TEAMS SWAP_HOME_VISITOR,100174,98372,584,97788,1801,25032,0,25032,Fri Jun 24 19:20:12 CEST 2011,Fri Jun 24 19:20:17 CEST 2011,5424,43338,43338.0,0.0,0
 TWO_OPT_SWAP_ROUNDS TWO_OPT_SWAP_TEAMS SWAP_HOME_VISITOR,49700,49103,1771,47332,596,10598,0,10598,Fri Jun 24 19:20:17 CEST 2011,Fri Jun 24 19:20:20 CEST 2011,3246,42920,42920.0,0.0,0
 SWAP_MATCH_ROUND SWAP_HOME_VISITOR,301644,298858,1973,296885,2785,39567,0,39567,Fri Jun 24 19:20:20 CEST 2011,Fri Jun 24 19:20:40 CEST 2011,19821,42434,42434.0,0.0,0
 SHIFT_ROUND TWO_OPT_SWAP_ROUNDS,68086,66443,461,65982,1642,17684,0,17684,Fri Jun 24 19:20:40 CEST 2011,Fri Jun 24 19:20:44 CEST 2011,3528,46119,46119.0,0.0,0
 SHIFT_ROUND SWAP_HOME_VISITOR,56227,55205,616,54589,1021,21396,0,21396,Fri Jun 24 19:20:44 CEST 2011,Fri Jun 24 19:20:46 CEST 2011,2629,46535,46535.0,0.0,0
