neighborhoodsExplored,nonTabuNeighborhoodsExplored,betterNonTabuNeighborhoodsExplored,worseNonTabuNeighborhoodsExplored,tabuNeighborhoodsExplored,legalNeighborhoodsExplored,betterLegalNeighborhoodsExplored,worseLegalNeighborhoodsExplored,start,end,duration,cost,costWithPenalty,penalty,softConstraintViolations
657846,646047,3238,642809,11799,41998,0,41998,Fri Jun 24 19:17:04 CEST 2011,Fri Jun 24 19:17:31 CEST 2011,27699,43886,43886.0,0.0,0
295596,289061,1430,287631,6535,13425,0,13425,Fri Jun 24 19:17:04 CEST 2011,Fri Jun 24 19:17:22 CEST 2011,18303,46528,46528.0,0.0,0
426006,419879,1986,417893,6127,20955,0,20955,Fri Jun 24 19:17:03 CEST 2011,Fri Jun 24 19:17:27 CEST 2011,23415,43100,43100.0,0.0,0
335202,330203,1765,328438,4999,24141,0,24141,Fri Jun 24 19:17:03 CEST 2011,Fri Jun 24 19:17:23 CEST 2011,19846,42730,42730.0,0.0,0
264684,261424,1318,260106,3260,19727,0,19727,Fri Jun 24 19:17:03 CEST 2011,Fri Jun 24 19:17:19 CEST 2011,16114,44409,44409.0,0.0,0
313950,310212,1602,308610,3738,23555,0,23555,Fri Jun 24 19:17:03 CEST 2011,Fri Jun 24 19:17:22 CEST 2011,18956,43489,43489.0,0.0,0
454986,447925,2294,445631,7061,28683,0,28683,Fri Jun 24 19:17:03 CEST 2011,Fri Jun 24 19:17:27 CEST 2011,24108,44740,44740.0,0.0,0
743820,732228,3710,728518,11592,55247,0,55247,Fri Jun 24 19:17:03 CEST 2011,Fri Jun 24 19:17:32 CEST 2011,29212,43732,43732.0,0.0,0
787290,775155,3778,771377,12135,51040,0,51040,Fri Jun 24 19:17:03 CEST 2011,Fri Jun 24 19:17:33 CEST 2011,29544,43591,43591.0,0.0,0
329406,322416,1709,320707,6990,18032,0,18032,Fri Jun 24 19:17:03 CEST 2011,Fri Jun 24 19:17:24 CEST 2011,20595,45689,45689.0,0.0,0
