neighborhoodsExplored,nonTabuNeighborhoodsExplored,betterNonTabuNeighborhoodsExplored,worseNonTabuNeighborhoodsExplored,tabuNeighborhoodsExplored,legalNeighborhoodsExplored,betterLegalNeighborhoodsExplored,worseLegalNeighborhoodsExplored,start,end,duration,cost,costWithPenalty,penalty,softConstraintViolations
7840,7278,1346,5932,562,1991,0,1991,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:57 CEST 2011,476,46582,46582.0,0.0,0
9464,8728,1443,7285,736,2241,0,2241,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:57 CEST 2011,553,47027,47027.0,0.0,0
12208,11427,1696,9731,781,2803,0,2803,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:58 CEST 2011,651,46379,46379.0,0.0,0
14224,13026,2112,10914,1198,3371,0,3371,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:58 CEST 2011,664,44730,44730.0,0.0,0
7644,7132,1120,6012,512,1634,0,1634,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:57 CEST 2011,481,48040,48040.0,0.0,0
12292,11414,2320,9094,878,2782,0,2782,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:58 CEST 2011,595,45810,45810.0,0.0,0
8008,7476,1055,6421,532,2022,0,2022,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:57 CEST 2011,448,46150,46150.0,0.0,0
8344,7764,1435,6329,580,1925,0,1925,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:57 CEST 2011,442,46105,46105.0,0.0,0
7924,7396,1193,6203,528,1720,0,1720,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:57 CEST 2011,416,46660,46660.0,0.0,0
7924,7396,1193,6203,528,1720,0,1720,Fri Jun 24 19:23:57 CEST 2011,Fri Jun 24 19:23:57 CEST 2011,397,46660,46660.0,0.0,0
