tabulistlen,neighborhoodsExplored,nonTabuNeighborhoodsExplored,betterNonTabuNeighborhoodsExplored,worseNonTabuNeighborhoodsExplored,tabuNeighborhoodsExplored,legalNeighborhoodsExplored,betterLegalNeighborhoodsExplored,worseLegalNeighborhoodsExplored,start,end,duration,cost,costWithPenalty,penalty,softConstraintViolations
0,1796518,1796518,3292,1793226,0,211393,0,211393,Sat Jun 25 00:48:42 CEST 2011,Sat Jun 25 00:57:48 CEST 2011,545573,125519,125519.0,0.0,0
10,2035757,2023435,3384,2020051,12321,160598,0,160598,Sat Jun 25 00:57:48 CEST 2011,Sat Jun 25 01:09:06 CEST 2011,677923,124048,124048.0,0.0,0
20,2333058,2316183,3737,2312446,16875,168499,0,168499,Sat Jun 25 01:09:06 CEST 2011,Sat Jun 25 01:21:55 CEST 2011,769136,122667,122667.0,0.0,0
30,2226608,2209336,3606,2205730,17272,151092,0,151092,Sat Jun 25 01:21:56 CEST 2011,Sat Jun 25 01:34:52 CEST 2011,776321,124115,124115.0,0.0,0
40,3092428,3067017,4960,3062057,25411,206202,0,206202,Sat Jun 25 01:34:52 CEST 2011,Sat Jun 25 01:53:33 CEST 2011,1120823,124971,124971.0,0.0,0
50,2423856,2404275,3932,2400343,19581,162328,0,162328,Sat Jun 25 01:53:33 CEST 2011,Sat Jun 25 02:09:14 CEST 2011,941412,122862,122862.0,0.0,0
60,2523153,2501970,4105,2497865,21183,167157,0,167157,Sat Jun 25 02:09:15 CEST 2011,Sat Jun 25 02:26:25 CEST 2011,1030642,123884,123884.0,0.0,0
70,2829628,2806168,4606,2801562,23458,192092,0,192092,Sat Jun 25 02:26:25 CEST 2011,Sat Jun 25 02:46:48 CEST 2011,1222982,121928,121928.0,0.0,0
80,3315846,3287926,5356,3282570,27920,221256,0,221256,Sat Jun 25 02:46:49 CEST 2011,Sat Jun 25 03:11:59 CEST 2011,1510347,123224,123224.0,0.0,0
