grasptries,neighborhoodsExplored,nonTabuNeighborhoodsExplored,betterNonTabuNeighborhoodsExplored,worseNonTabuNeighborhoodsExplored,tabuNeighborhoodsExplored,legalNeighborhoodsExplored,betterLegalNeighborhoodsExplored,worseLegalNeighborhoodsExplored,start,end,duration,cost,costWithPenalty,penalty,softConstraintViolations
10,29435670,29208646,47358,29161288,227024,2033722,0,2033722,Sat Jun 25 03:11:59 CEST 2011,Sat Jun 25 03:16:45 CEST 2011,285526,125836,125836.0,0.0,0
20,54273384,53823456,88666,53734790,449928,3714279,0,3714279,Sat Jun 25 03:16:45 CEST 2011,Sat Jun 25 03:25:43 CEST 2011,538634,125849,125849.0,0.0,0
30,84732318,84048611,135813,83912798,683707,5883745,0,5883745,Sat Jun 25 03:25:44 CEST 2011,Sat Jun 25 03:40:01 CEST 2011,857140,123790,123790.0,0.0,0
40,99387882,98514638,157914,98356724,873244,6371387,0,6371387,Sat Jun 25 03:40:01 CEST 2011,Sat Jun 25 03:57:22 CEST 2011,1040858,123153,123153.0,0.0,0
50,124777620,123762158,202993,123559165,1015462,8112030,0,8112030,Sat Jun 25 03:57:22 CEST 2011,Sat Jun 25 04:17:59 CEST 2011,1236801,124271,124271.0,0.0,0
60,154213290,152963191,249955,152713236,1250099,10820611,0,10820611,Sat Jun 25 04:17:59 CEST 2011,Sat Jun 25 04:43:22 CEST 2011,1522521,123153,123153.0,0.0,0
70,189812106,188249475,303922,187945553,1562631,12384167,0,12384167,Sat Jun 25 04:43:22 CEST 2011,Sat Jun 25 05:14:25 CEST 2011,1863342,122667,122667.0,0.0,0
80,189216324,187632002,302971,187329031,1584322,12170762,0,12170762,Sat Jun 25 05:14:26 CEST 2011,Sat Jun 25 05:45:28 CEST 2011,1861975,123884,123884.0,0.0,0
